Sample1,Sample2,Sample3,Sample4,Sample6
3185,3716,2377,2714,3698
2713,3292,2018,2752,3277
1936,2765,870,1762,1718
2516,3339,2015,3199,3858
2420,2866,1519,2623,3199
1602,1936,1627,2338,3649
4653,5433,4028,5029,7571
1961,2364,1736,2973,3572
2969,3657,1937,3592,4016
2420,3123,2466,3555,4824
1910,2858,1291,2060,2884
1607,2537,1376,1993,3107
2926,3683,2406,2047,4069
1979,2095,1656,1825,3082
2462,2515,2533,2079,4161
4505,5163,4942,5449,6032
2171,2767,2256,2534,2975
2045,2576,2170,2312,2501
2817,3179,2746,3178,3605
3919,3968,3455,4422,4619
2934,3275,2847,3081,3602
2162,2902,2401,3446,3065
3671,4554,3060,4512,4598
2158,2717,1694,2115,2171
3038,3781,2061,2716,2822
2116,2794,1723,2811,2176
2243,1969,1877,2721,2225
3821,4200,2843,4134,4262
2464,3027,2544,3780,4119
1698,2514,1490,2432,2213
2446,3554,2182,2815,3766
2512,3624,2172,2191,3201
2928,3976,2468,3008,4168
3363,4465,2481,3251,4590
3170,3650,1906,2835,3270
2156,2603,1149,2020,2727
1380,1884,982,1883,2607
3340,4025,2412,4091,5255
2512,2836,1710,2895,3644
2670,3355,2907,3389,4995
1372,2296,1411,2174,3096
1617,2298,1515,2241,3370
1788,2496,2399,2266,4632
1804,2285,1534,1967,2896
1582,1843,1795,1717,2735
3330,2981,2642,2253,4565
2481,2605,1624,2866,2993
1224,1439,926,1982,2175
2500,2652,1896,2679,3734
2573,2501,1454,3388,3232
3005,3042,1523,3172,3292
1926,2313,1034,2125,1897
2409,2911,1790,3386,3773
3339,4052,1944,3265,3570
1710,2258,863,2140,2177
3922,4516,1956,2771,3968
2339,2844,1080,2252,2217
1657,2251,784,1908,2043
1395,2286,1059,2055,2515
2590,3463,1590,2676,4321
1654,2489,736,1391,1674
2567,3247,1310,2061,3245
1982,3036,1261,2293,3380
2003,2651,1229,1724,2440
1358,1957,679,1593,1948
2231,2703,1405,2877,4081
2964,3318,1254,2788,4504
1352,2013,1840,2372,3476
2480,3258,1777,2774,3861
2571,3445,1935,2541,4174
3579,4621,2158,2673,4537
3189,4341,2297,2682,4240
1470,1797,836,1506,2349
1793,2142,1265,1580,2766
1933,2031,1257,1615,2461
1596,1413,987,1257,2019
1225,1009,1062,1110,2067
